sales_date,customer_id,product_id,sold_qty,sales price
2020-01-04,Customer_43,Product_37,1,326.96
2020-01-04,Customer_38,Product_52,6,15.97
2020-01-05,Customer_62,Product_48,15,15.9
2020-01-05,Customer_62,Product_24,8,20.43
2020-01-05,Customer_56,Product_51,34,11.66
2020-01-05,Customer_85,Product_28,2,15.94
2020-01-05,Customer_24,Product_49,28,16.26
2020-01-05,Customer_81,Product_28,2,18.16
2020-01-05,Customer_71,Product_19,29,11.14
2020-01-05,Customer_71,Product_06,11,5.77
2020-01-05,Customer_06,Product_26,7,19.7
2020-01-05,Customer_04,Product_27,5,11.11
2020-01-05,Customer_75,Product_48,75,15.81
2020-01-05,Customer_75,Product_49,15,15.81
2020-01-05,Customer_75,Product_48,64,15.29
2020-01-05,Customer_86,Product_06,1,6.51
2020-01-05,Customer_82,Product_52,165,17.46
2020-01-05,Customer_42,Product_19,5,12.11
2020-01-05,Customer_51,Product_25,1,185.12
2020-01-05,Customer_58,Product_37,3,334.31
2020-01-05,Customer_69,Product_33,5,6.58
2020-01-05,Customer_22,Product_32,7,6.8
2020-01-05,Customer_60,Product_30,12,17.43
2020-01-05,Customer_33,Product_32,14,6.64
2020-01-05,Customer_33,Product_41,2,83.82
2020-01-05,Customer_21,Product_43,1,198.85
2020-01-05,Customer_28,Product_32,1,8.4
2020-01-06,Customer_62,Product_42,7,11.78
2020-01-06,Customer_62,Product_32,14,7.31
2020-01-06,Customer_62,Product_02,3,0
2020-01-06,Customer_11,Product_47,3,12.48
2020-01-06,Customer_11,Product_51,11,12.48
2020-01-06,Customer_11,Product_12,1,11.4
2020-01-06,Customer_11,Product_24,1,14.68
2020-01-06,Customer_61,Product_30,205,19.43
2020-01-06,Customer_61,Product_35,22,10.05
2020-01-06,Customer_56,Product_21,15,11.54
2020-01-06,Customer_56,Product_52,15,13.77
2020-01-06,Customer_81,Product_49,9,15
2020-01-06,Customer_81,Product_46,1,10.88
2020-01-06,Customer_81,Product_30,3,18.16
2020-01-06,Customer_81,Product_35,25,9
2020-01-06,Customer_81,Product_50,2,15
2020-01-06,Customer_75,Product_49,128,15.55
2020-01-06,Customer_75,Product_30,75,20.23
2020-01-06,Customer_75,Product_14,249,10.7
2020-01-06,Customer_86,Product_09,2,12.11
2020-01-06,Customer_16,Product_39,3,36.18
2020-01-06,Customer_67,Product_42,6,8.27
2020-01-06,Customer_67,Product_47,14,12.48
2020-01-06,Customer_42,Product_32,28,6.63
2020-01-06,Customer_42,Product_21,8,12.11
2020-01-06,Customer_02,Product_19,4,12.11
2020-01-06,Customer_49,Product_46,1,11.15
2020-01-06,Customer_58,Product_32,47,6.38
2020-01-06,Customer_34,Product_48,24,12.48
2020-01-06,Customer_13,Product_19,1,16.8
2020-01-06,Customer_13,Product_52,2,22.57
2020-01-06,Customer_13,Product_21,2,16.8
2020-01-06,Customer_08,Product_08,17,14.28
2020-01-06,Customer_55,Product_09,95,11.54
2020-01-06,Customer_55,Product_09,153,11.54
2020-01-06,Customer_21,Product_45,1,38.8
2020-01-06,Customer_72,Product_40,1,53.86
2020-01-06,Customer_31,Product_21,6,13.78
2020-01-06,Customer_41,Product_35,3,10.8
2020-01-06,Customer_36,Product_35,6,12
2020-01-07,Customer_62,Product_12,3,13.51
2020-01-07,Customer_11,Product_42,5,8.27
2020-01-07,Customer_11,Product_52,624,14.12
2020-01-07,Customer_11,Product_30,8,14.68
2020-01-07,Customer_11,Product_52,23,14.12
2020-01-07,Customer_61,Product_44,60,9.83
2020-01-07,Customer_07,Product_47,5,15.77
2020-01-07,Customer_07,Product_28,2,22.24
2020-01-07,Customer_07,Product_08,2,15.79
2020-01-07,Customer_85,Product_46,3,11.15
2020-01-07,Customer_24,Product_51,2,16.26
2020-01-07,Customer_24,Product_44,96,9.83
2020-01-07,Customer_81,Product_30,4,18.16
2020-01-07,Customer_47,Product_19,6,14.28
2020-01-07,Customer_06,Product_46,2,12.15
2020-01-07,Customer_64,Product_19,72,12.11
2020-01-07,Customer_04,Product_42,4,10.97
2020-01-07,Customer_04,Product_14,43,10.09
2020-01-07,Customer_75,Product_27,154,12.08
2020-01-07,Customer_75,Product_47,93,15.42
2020-01-07,Customer_86,Product_33,2,5.94
2020-01-07,Customer_86,Product_52,44,15.14
2020-01-07,Customer_86,Product_21,20,12.11
2020-01-07,Customer_82,Product_19,5,13.82
2020-01-07,Customer_82,Product_31,576,19.43
2020-01-07,Customer_82,Product_19,13,14.02
2020-01-07,Customer_16,Product_41,9,98.61
2020-01-07,Customer_67,Product_24,23,14.68
2020-01-07,Customer_42,Product_33,22,5.94
2020-01-07,Customer_49,Product_33,5,6.17
2020-01-07,Customer_58,Product_44,6,9.63
2020-01-07,Customer_58,Product_48,144,16.9
2020-01-07,Customer_58,Product_43,8,99.56
2020-01-07,Customer_69,Product_14,6,10.31
2020-01-07,Customer_79,Product_44,3,9.62
2020-01-07,Customer_22,Product_46,2,11.15
2020-01-07,Customer_22,Product_53,55,10.97
2020-01-07,Customer_60,Product_24,7,17.43
2020-01-07,Customer_60,Product_52,192,15.14
2020-01-07,Customer_18,Product_44,259,6.98
2020-01-07,Customer_13,Product_39,1,45.21
2020-01-07,Customer_17,Product_45,1,38.8
2020-01-07,Customer_54,Product_51,165,11.66
2020-01-07,Customer_54,Product_48,159,13
2020-01-07,Customer_55,Product_21,44,11.54
2020-01-07,Customer_28,Product_19,1,15.29
2020-01-08,Customer_80,Product_12,10,11.4
2020-01-08,Customer_80,Product_52,42,14.11
2020-01-08,Customer_80,Product_49,8,12.48
2020-01-08,Customer_62,Product_21,3,14.38
2020-01-08,Customer_62,Product_46,1,11.78
2020-01-08,Customer_62,Product_52,32,18.26
2020-01-08,Customer_11,Product_48,38,12.48
2020-01-08,Customer_11,Product_50,5,12.48
2020-01-08,Customer_11,Product_21,3,11.4
2020-01-08,Customer_61,Product_06,15,7.42
2020-01-08,Customer_07,Product_09,2,15.79
2020-01-08,Customer_07,Product_19,2,15.79
2020-01-08,Customer_07,Product_31,1,22.24
2020-01-08,Customer_07,Product_35,2,10.15
2020-01-08,Customer_56,Product_09,20,11.54
2020-01-08,Customer_81,Product_53,9,10.4
2020-01-08,Customer_81,Product_35,17,9
2020-01-08,Customer_81,Product_48,8,15
2020-01-08,Customer_81,Product_46,1,10.88
2020-01-08,Customer_81,Product_48,3,15
2020-01-08,Customer_71,Product_14,61,8.29
2020-01-08,Customer_68,Product_30,276,18.23
2020-01-08,Customer_75,Product_50,53,15.03
2020-01-08,Customer_75,Product_24,3,20.33
2020-01-08,Customer_86,Product_19,17,12.11
2020-01-08,Customer_86,Product_08,1,12.11
2020-01-08,Customer_82,Product_24,3,19.43
2020-01-08,Customer_82,Product_06,278,7.42
2020-01-08,Customer_67,Product_52,58,14.12
2020-01-08,Customer_42,Product_48,19,14
2020-01-08,Customer_51,Product_37,1,326.96
2020-01-08,Customer_19,Product_24,4,19.43
2020-01-08,Customer_34,Product_33,56,5.52
2020-01-08,Customer_55,Product_51,61,11.66
2020-01-08,Customer_55,Product_44,24,7.49
2020-01-08,Customer_31,Product_43,2,198.85
2020-01-08,Customer_38,Product_30,5,17.8
2020-01-08,Customer_38,Product_12,162,13.57
2020-01-09,Customer_62,Product_53,16,11.78
2020-01-09,Customer_11,Product_27,3,9.59
2020-01-09,Customer_61,Product_31,4,19.43
2020-01-09,Customer_61,Product_53,8,9.85
2020-01-09,Customer_56,Product_52,18,13.77
2020-01-09,Customer_56,Product_21,77,11.54
2020-01-09,Customer_81,Product_52,5,16.95
2020-01-09,Customer_81,Product_19,14,13.39
2020-01-09,Customer_06,Product_52,14,17.46
2020-01-09,Customer_64,Product_35,216,10
2020-01-09,Customer_75,Product_48,13,15.81
2020-01-09,Customer_75,Product_51,26,15.03
2020-01-09,Customer_75,Product_50,17,15.03
2020-01-09,Customer_75,Product_49,461,15.03
2020-01-09,Customer_86,Product_53,5,8.11
2020-01-09,Customer_86,Product_28,3,17.43
2020-01-09,Customer_82,Product_33,23,6.58
2020-01-09,Customer_70,Product_19,33,12.11
2020-01-09,Customer_51,Product_41,1,98.61
2020-01-09,Customer_49,Product_35,1,10.3
2020-01-09,Customer_19,Product_26,1,21.48
2020-01-09,Customer_34,Product_28,3,18.86
2020-01-09,Customer_77,Product_40,1,53.86
2020-01-09,Customer_33,Product_40,2,42.01
2020-01-09,Customer_54,Product_30,128,16.57
2020-01-09,Customer_55,Product_44,100,7.49
2020-01-09,Customer_72,Product_37,1,326.96
2020-01-09,Customer_28,Product_50,2,20.74
2020-01-09,Customer_31,Product_35,4,10.2
2020-01-09,Customer_43,Product_35,2,12
2020-01-09,Customer_43,Product_45,3,38.8
2020-01-10,Customer_80,Product_12,11,11.4
2020-01-10,Customer_62,Product_50,1,15.28
2020-01-10,Customer_11,Product_51,1,12.48
2020-01-10,Customer_11,Product_21,2,11.4
2020-01-10,Customer_11,Product_53,3,8.27
2020-01-10,Customer_11,Product_28,3,14.68
2020-01-10,Customer_61,Product_46,3,12.15
2020-01-10,Customer_61,Product_44,65,10.28
2020-01-10,Customer_61,Product_19,12,14.02
2020-01-10,Customer_61,Product_50,11,15.71
2020-01-10,Customer_07,Product_35,2,10.15
2020-01-10,Customer_07,Product_35,12,10.15
2020-01-10,Customer_56,Product_51,45,11.66
2020-01-10,Customer_24,Product_49,14,15.71
2020-01-10,Customer_81,Product_21,5,13.39
2020-01-10,Customer_81,Product_24,1,18.16
2020-01-10,Customer_81,Product_42,12,10.84
2020-01-10,Customer_81,Product_32,4,6.31
2020-01-10,Customer_81,Product_21,10,13.39
2020-01-10,Customer_71,Product_52,181,13.94
2020-01-10,Customer_47,Product_06,6,7.09
2020-01-10,Customer_47,Product_14,9,10.71
2020-01-10,Customer_68,Product_48,246,16.51
2020-01-10,Customer_06,Product_53,4,11.49
2020-01-10,Customer_06,Product_06,63,7.42
2020-01-10,Customer_75,Product_27,56,12.08
2020-01-10,Customer_75,Product_32,123,6.54
2020-01-10,Customer_75,Product_28,90,-31.37
2020-01-10,Customer_86,Product_12,31,12.11
2020-01-10,Customer_82,Product_12,29,14.02
2020-01-10,Customer_82,Product_27,92,11.01
2020-01-10,Customer_02,Product_21,3,12.11
2020-01-10,Customer_49,Product_32,10,6.8
2020-01-10,Customer_58,Product_35,72,9.08
2020-01-10,Customer_69,Product_48,8,15.71
2020-01-10,Customer_34,Product_42,200,9.09
2020-01-10,Customer_34,Product_12,12,12.74
2020-01-10,Customer_22,Product_24,6,15.94
2020-01-10,Customer_48,Product_49,11,14.87
2020-01-10,Customer_17,Product_44,21,8.25
2020-01-10,Customer_17,Product_40,5,43.06
2020-01-10,Customer_55,Product_21,67,11.54
2020-01-10,Customer_46,Product_40,1,43.06
2020-01-10,Customer_72,Product_08,1,12.92
2020-01-10,Customer_31,Product_32,15,7.14
2020-01-10,Customer_38,Product_48,4,15.71
2020-01-11,Customer_62,Product_28,3,20.43
2020-01-11,Customer_62,Product_30,5,20.43
2020-01-11,Customer_62,Product_44,32,9.59
2020-01-11,Customer_62,Product_24,2,20.43
2020-01-11,Customer_61,Product_12,14,14.02
2020-01-11,Customer_61,Product_06,149,7.42
2020-01-11,Customer_61,Product_33,5,6.58
2020-01-11,Customer_61,Product_51,8,15.71
2020-01-11,Customer_61,Product_30,4,19.43
2020-01-11,Customer_07,Product_50,1,15.77
2020-01-11,Customer_07,Product_52,163,21.22
2020-01-11,Customer_07,Product_27,6,13.21
2020-01-11,Customer_07,Product_50,1,15.77
2020-01-11,Customer_07,Product_09,5,15.79
2020-01-11,Customer_56,Product_48,93,13
2020-01-11,Customer_24,Product_30,55,19.43
2020-01-11,Customer_81,Product_27,2,10.21
2020-01-11,Customer_81,Product_31,2,18.16
2020-01-11,Customer_71,Product_51,80,12.34
2020-01-11,Customer_47,Product_37,1,277.92
2020-01-11,Customer_06,Product_31,13,19.43
2020-01-11,Customer_75,Product_30,1728,20.23
2020-01-11,Customer_75,Product_14,89,10.7
2020-01-11,Customer_82,Product_27,3,11.01
2020-01-11,Customer_82,Product_30,72,19.43
2020-01-11,Customer_50,Product_28,5,14.68
2020-01-11,Customer_58,Product_14,17,10.59
2020-01-11,Customer_19,Product_31,12,19.43
2020-01-11,Customer_69,Product_26,2,19.7
2020-01-11,Customer_34,Product_21,27,12.74
2020-01-11,Customer_34,Product_31,5,14.68
2020-01-11,Customer_22,Product_50,14,14.87
2020-01-11,Customer_22,Product_26,2,15.94
2020-01-11,Customer_60,Product_28,26,17.43
2020-01-11,Customer_77,Product_45,1,38.8
2020-01-11,Customer_13,Product_32,8,8.4
2020-01-11,Customer_13,Product_44,16,11.6
2020-01-11,Customer_08,Product_32,12,7.39
2020-01-11,Customer_08,Product_44,14,9.4
2020-01-11,Customer_54,Product_51,165,11.66
2020-01-11,Customer_55,Product_51,46,11.66
2020-01-11,Customer_55,Product_09,17,11.54
2020-01-11,Customer_29,Product_37,1,326.96
2020-01-11,Customer_28,Product_45,10,38.8
2020-01-11,Customer_28,Product_25,1,185.12
2020-01-11,Customer_28,Product_41,1,98.61
2020-01-11,Customer_28,Product_37,1,326.96
2020-01-11,Customer_43,Product_41,1,98.61
2020-01-11,Customer_43,Product_37,1,326.95
2020-01-11,Customer_38,Product_28,1,17.8
2020-01-11,Customer_38,Product_09,4,13.57
2020-01-12,Customer_62,Product_12,3,14.38
2020-01-12,Customer_62,Product_27,9,6.51
2020-01-12,Customer_11,Product_53,4,8.27
2020-01-12,Customer_11,Product_30,13,14.68
2020-01-12,Customer_11,Product_09,36,11.4
2020-01-12,Customer_11,Product_44,44,8.06
2020-01-12,Customer_61,Product_28,3,19.43
2020-01-12,Customer_61,Product_21,162,14.02
2020-01-12,Customer_07,Product_53,3,12.73
2020-01-12,Customer_07,Product_46,9,12.73
2020-01-12,Customer_07,Product_32,20,7.9
2020-01-12,Customer_56,Product_44,28,7.49
2020-01-12,Customer_56,Product_09,16,11.54
2020-01-12,Customer_52,Product_52,3,20.31
2020-01-12,Customer_85,Product_33,23,6.17
2020-01-12,Customer_24,Product_12,8,13.82
2020-01-12,Customer_24,Product_12,5,14.02
2020-01-12,Customer_24,Product_19,35,14.02
2020-01-12,Customer_24,Product_31,192,19.43
2020-01-12,Customer_81,Product_47,4,18.44
2020-01-12,Customer_81,Product_27,2,10.21
2020-01-12,Customer_81,Product_31,2,18.16
2020-01-12,Customer_81,Product_12,1,13.38
2020-01-12,Customer_81,Product_46,1,10.88
2020-01-12,Customer_81,Product_52,3,16.95
2020-01-12,Customer_81,Product_35,15,9
2020-01-12,Customer_71,Product_32,164,5.71
2020-01-12,Customer_71,Product_21,24,11.14
2020-01-12,Customer_47,Product_19,3,14.28
2020-01-12,Customer_64,Product_48,14,14
2020-01-12,Customer_75,Product_32,92,6.54
2020-01-12,Customer_75,Product_48,111,15.03
2020-01-12,Customer_86,Product_48,28,14
2020-01-12,Customer_82,Product_26,1,19.7
2020-01-12,Customer_70,Product_35,32,10
2020-01-12,Customer_69,Product_21,9,14.02
2020-01-12,Customer_69,Product_19,2,14.02
2020-01-12,Customer_69,Product_53,3,9.85
2020-01-12,Customer_34,Product_28,6,14.68
2020-01-12,Customer_79,Product_25,3,185.12
2020-01-12,Customer_79,Product_41,1,98.61
2020-01-12,Customer_79,Product_30,14,23.66
2020-01-12,Customer_22,Product_21,7,12.6
2020-01-12,Customer_60,Product_12,18,12.11
2020-01-12,Customer_60,Product_06,78,6.51
2020-01-12,Customer_60,Product_30,23,17.43
2020-01-12,Customer_60,Product_14,69,9.14
2020-01-12,Customer_60,Product_48,13,14
2020-01-12,Customer_60,Product_21,22,12.11
2020-01-12,Customer_13,Product_45,6,38.8
2020-01-12,Customer_48,Product_08,16,12.6
2020-01-12,Customer_48,Product_14,27,10.09
2020-01-12,Customer_54,Product_48,96,13
2020-01-12,Customer_55,Product_48,64,13
2020-01-12,Customer_21,Product_25,1,185.12
2020-01-12,Customer_29,Product_45,1,38.8
2020-01-12,Customer_46,Product_35,9,10.2
2020-01-12,Customer_72,Product_25,2,185.12
2020-01-12,Customer_28,Product_39,3,36.16
2020-01-12,Customer_31,Product_25,2,185.12
2020-01-12,Customer_41,Product_52,6,20.31
2020-01-12,Customer_38,Product_49,1,15.71
2020-01-12,Customer_38,Product_35,10,10.53
2020-01-13,Customer_80,Product_46,16,9.27
2020-01-13,Customer_11,Product_52,1,14.12
2020-01-13,Customer_61,Product_50,6,16.26
2020-01-13,Customer_61,Product_35,14,10.05
2020-01-13,Customer_61,Product_12,33,14.02
2020-01-13,Customer_61,Product_30,11,19.43
2020-01-13,Customer_61,Product_14,29,10.31
2020-01-13,Customer_61,Product_50,3,15.71
2020-01-13,Customer_07,Product_30,2,22.24
2020-01-13,Customer_07,Product_42,9,12.09
2020-01-13,Customer_07,Product_30,511,21.14
2020-01-13,Customer_07,Product_28,5,21.14
2020-01-13,Customer_07,Product_31,8,21.14
2020-01-13,Customer_56,Product_52,27,13.77
2020-01-13,Customer_56,Product_30,13,16.57
2020-01-13,Customer_56,Product_09,57,11.54
2020-01-13,Customer_24,Product_35,14,10.05
2020-01-13,Customer_24,Product_12,5,14.02
2020-01-13,Customer_81,Product_44,46,8.69
2020-01-13,Customer_81,Product_47,11,18.44
2020-01-13,Customer_81,Product_19,14,13.39
2020-01-13,Customer_81,Product_50,1,15
2020-01-13,Customer_81,Product_21,20,13.39
2020-01-13,Customer_81,Product_28,24,18.16
2020-01-13,Customer_81,Product_52,3,16.95
2020-01-13,Customer_71,Product_50,2,12.34
2020-01-13,Customer_71,Product_21,1296,11.14
2020-01-13,Customer_71,Product_33,45,5.26
2020-01-13,Customer_47,Product_21,1,14.28
2020-01-13,Customer_47,Product_32,3,7.39
2020-01-13,Customer_68,Product_30,8,18.23
2020-01-13,Customer_75,Product_46,49,11.64
2020-01-13,Customer_75,Product_50,27,15.81
2020-01-13,Customer_82,Product_12,11,14.02
2020-01-13,Customer_82,Product_30,35,19.43
2020-01-13,Customer_02,Product_48,7,14
2020-01-13,Customer_50,Product_51,5,12.48
2020-01-13,Customer_50,Product_12,2,11.4
2020-01-13,Customer_58,Product_48,2,16.9
2020-01-13,Customer_58,Product_30,1,19.87
2020-01-13,Customer_69,Product_46,3,12.15
2020-01-13,Customer_34,Product_14,71,8.47
2020-01-13,Customer_79,Product_35,2,10.6
2020-01-13,Customer_79,Product_45,1,38.8
2020-01-13,Customer_22,Product_27,3,11.11
2020-01-13,Customer_53,Product_35,1,12
2020-01-13,Customer_60,Product_32,96,6.63
2020-01-13,Customer_60,Product_50,15,14
2020-01-13,Customer_48,Product_46,8,11.15
2020-01-13,Customer_08,Product_35,8,10.8
2020-01-13,Customer_33,Product_39,14,33.91
2020-01-13,Customer_35,Product_43,1,198.85
2020-01-13,Customer_54,Product_21,72,11.54
2020-01-13,Customer_28,Product_30,5,21.76
2020-01-13,Customer_31,Product_09,9,13.78
2020-01-13,Customer_31,Product_43,1,198.85
2020-01-13,Customer_43,Product_39,45,45.21
2020-01-13,Customer_38,Product_21,5,13.57
2020-01-14,Customer_80,Product_35,27,8.69
2020-01-14,Customer_62,Product_26,1,21.23
2020-01-14,Customer_62,Product_28,1,20.43
2020-01-14,Customer_11,Product_32,35,5.94
2020-01-14,Customer_11,Product_21,2,11.4
2020-01-14,Customer_11,Product_27,4,9.59
2020-01-14,Customer_61,Product_09,7,14.02
2020-01-14,Customer_61,Product_52,3,14.4
2020-01-14,Customer_61,Product_28,10,19.43
2020-01-14,Customer_61,Product_27,16,11.01
2020-01-14,Customer_61,Product_33,9,6.58
2020-01-14,Customer_07,Product_52,276,21.22
2020-01-14,Customer_56,Product_44,27,7.49
2020-01-14,Customer_85,Product_48,12,14.87
2020-01-14,Customer_24,Product_28,122,19.43
2020-01-14,Customer_24,Product_53,5,9.85
2020-01-14,Customer_81,Product_50,1,15
2020-01-14,Customer_81,Product_30,5,18.16
2020-01-14,Customer_81,Product_09,2,13.39
2020-01-14,Customer_81,Product_32,26,6.31
2020-01-14,Customer_81,Product_44,660,8.69
2020-01-14,Customer_81,Product_50,2,15
2020-01-14,Customer_81,Product_21,21,13.39
2020-01-14,Customer_81,Product_19,41,13.39
2020-01-14,Customer_81,Product_24,2,18.16
2020-01-14,Customer_81,Product_54,4,18.44
2020-01-14,Customer_81,Product_31,161,18.16
2020-01-14,Customer_71,Product_48,51,12.34
2020-01-14,Customer_71,Product_46,40,9.05
2020-01-14,Customer_06,Product_21,27,13.84
2020-01-14,Customer_64,Product_14,243,9.14
2020-01-14,Customer_04,Product_21,432,12.6
2020-01-14,Customer_04,Product_52,126,15.37
2020-01-14,Customer_75,Product_35,16,10.31
2020-01-14,Customer_75,Product_47,30,15.03
2020-01-14,Customer_75,Product_14,108,10.7
2020-01-14,Customer_75,Product_35,15,10.31
2020-01-14,Customer_86,Product_06,48,6.51
2020-01-14,Customer_86,Product_21,1944,12.11
2020-01-14,Customer_86,Product_08,4,12.11
2020-01-14,Customer_86,Product_44,84,8.11
2020-01-14,Customer_16,Product_45,5,38.8
2020-01-14,Customer_67,Product_50,3,12.48
2020-01-14,Customer_51,Product_43,1,198.85
2020-01-14,Customer_02,Product_46,19,10.51
2020-01-14,Customer_02,Product_08,126,12.11
2020-01-14,Customer_58,Product_46,11,11.38
2020-01-14,Customer_58,Product_45,1,39.67
2020-01-14,Customer_58,Product_43,4,99.56
2020-01-14,Customer_58,Product_08,13,12.87
2020-01-14,Customer_58,Product_09,67,14.11
2020-01-14,Customer_58,Product_52,14,17.71
2020-01-14,Customer_19,Product_27,102,11.01
2020-01-14,Customer_34,Product_32,9,5.94
2020-01-14,Customer_60,Product_35,22,10
2020-01-14,Customer_13,Product_37,3,326.95
2020-01-14,Customer_08,Product_43,1,198.85
2020-01-14,Customer_08,Product_41,3,83.82
2020-01-14,Customer_08,Product_44,15,9.4
2020-01-14,Customer_33,Product_45,2,38.8
2020-01-14,Customer_33,Product_48,2,18.67
2020-01-14,Customer_33,Product_40,4,42.01
2020-01-14,Customer_35,Product_32,4,7.39
2020-01-14,Customer_54,Product_51,45,11.66
2020-01-14,Customer_54,Product_21,100,11.54
2020-01-14,Customer_55,Product_30,13,16.57
2020-01-14,Customer_21,Product_39,4,45.21
2020-01-14,Customer_28,Product_48,6,20.74
2020-01-14,Customer_28,Product_19,2,15.29
2020-01-14,Customer_28,Product_37,2,326.96
2020-01-14,Customer_31,Product_09,5,13.78
2020-01-14,Customer_31,Product_52,57,18.51
2020-01-14,Customer_41,Product_39,3,45.21
2020-01-14,Customer_38,Product_31,3,17.8
2020-01-14,Customer_38,Product_19,7,13.57
2020-01-15,Customer_62,Product_08,9,2.4
2020-01-15,Customer_62,Product_01,1,0
2020-01-15,Customer_62,Product_30,3,20.43
2020-01-15,Customer_62,Product_35,2,10.44
2020-01-15,Customer_62,Product_14,330,10.84
2020-01-15,Customer_11,Product_14,67,8.47
2020-01-15,Customer_11,Product_51,5,12.48
2020-01-15,Customer_11,Product_09,1,11.4
2020-01-15,Customer_11,Product_08,210,11.4
2020-01-15,Customer_11,Product_44,14,8.06
2020-01-15,Customer_61,Product_19,30,14.02
2020-01-15,Customer_61,Product_08,3,14.02
2020-01-15,Customer_61,Product_30,22,19.43
2020-01-15,Customer_07,Product_51,258,17.26
2020-01-15,Customer_07,Product_09,1,15.79
2020-01-15,Customer_07,Product_32,6,7.9
2020-01-15,Customer_07,Product_19,3,15.79
2020-01-15,Customer_07,Product_50,1,17.26
2020-01-15,Customer_85,Product_48,11,14.87
2020-01-15,Customer_24,Product_14,432,10.31
2020-01-15,Customer_24,Product_33,324,6.58
2020-01-15,Customer_24,Product_50,9,15.71
2020-01-15,Customer_81,Product_49,1,15
2020-01-15,Customer_81,Product_09,3,13.39
2020-01-15,Customer_81,Product_27,8,10.21
2020-01-15,Customer_81,Product_52,1,16.95
2020-01-15,Customer_81,Product_53,2,10.4
2020-01-15,Customer_81,Product_52,2,16.95
2020-01-15,Customer_81,Product_42,130,10.84
2020-01-15,Customer_81,Product_31,9,18.16
2020-01-15,Customer_81,Product_21,62,13.39
2020-01-15,Customer_81,Product_21,446,13.39
2020-01-15,Customer_71,Product_09,13,11.14
2020-01-15,Customer_47,Product_12,2,16.8
2020-01-15,Customer_47,Product_08,1,14.28
2020-01-15,Customer_47,Product_21,1,14.28
2020-01-15,Customer_64,Product_46,26,10.51
2020-01-15,Customer_64,Product_27,2304,10.29
2020-01-15,Customer_04,Product_48,27,14.87
2020-01-15,Customer_04,Product_27,32,11.11
2020-01-15,Customer_75,Product_46,116,11.64
2020-01-15,Customer_75,Product_31,145,20.23
2020-01-15,Customer_75,Product_48,53,15.03
2020-01-15,Customer_86,Product_46,29,10.51
2020-01-15,Customer_86,Product_27,54,10.29
2020-01-15,Customer_82,Product_24,19,19.43
2020-01-15,Customer_70,Product_14,42,9.14
2020-01-15,Customer_42,Product_44,79,8.11
2020-01-15,Customer_02,Product_35,5,10
2020-01-15,Customer_50,Product_09,14,11.4
2020-01-15,Customer_05,Product_30,13,20
2020-01-15,Customer_58,Product_14,144,10.59
